Occupation,Job Zone,Code,Synonyms
repairer photographic equipment,,,[]
repairer pipe line,,,[]
repairer pipe organ tuner,,,[]
repairer plastics,,,[]
repairer pneumatic tool,,,[]
repairer pneumatic tube,,,[]
repairer porcelain enamel,,,[]
repairer powder line,,,[]
repairer power tool,,,[]
repairer power transformer,,,[]
repairer precision instrument,,,[]
repairer private branch exchange,,,[]
repairer propulsion motor,,,[]
repairer propulsion generator,,,[]
repairer protective signal,,,[]
repairer pullman car,,,[]
repairer radio,,,[]
repairer rail car,,,[]
repairer recreational vehicle,,,[]
repairer reed,,,[]
repairer refractory,,,[]
repairer refrigeration unit,,,[]
repairer register,,,[]
repairer road,,,[]
repairer roller,,,[]
repairer roller skate,,,[]
repairer rubber boots,,,[]
repairer rubber shoes,,,[]
repairer rubber goods,,,[]
repairer rug,,,[]
repairer rv,,,[]
repairer salvager parts,,,[]
repairer satellite dish,,,[]
repairer saw,,,[]
repairer screen,,,[]
repairer cyclone,,,[]
repairer screen crusher,,,[]
repairer section,,,[]
repairer self sealing fuel tank,,,[]
repairer sewer,,,[]
repairer shaft,,,[]
repairer shaker,,,[]
repairer shoe,,,[]
repairer shop instrument,,,[]
repairer sidewalk,,,[]
repairer signal,,,[]
repairer silk screen,,,[]
repairer slot machine,,,[]
repairer smoking pipe,,,[]
repairer sports equipment,,,[]
repairer spray gun,,,[]
repairer squeak rattle,,,[]
repairer squeak leak,,,[]
repairer station installer,,,[]
repairer stereo equipment,,,[]
repairer stone,,,[]
repairer street light,,,[]
repairer streetcar,,,[]
repairer subway car,,,[]
repairer survival equipment,,,[]
repairer switch,,,[]
repairer switchgear,,,[]
repairer tape recorder,,,[]
repairer taximeter,,,[]
repairer telecommunication equipment,,,[]
repairer telecommunication lines,,,[]
repairer telephone lines,,,[]
repairer television,,,[]
repairer thermostat,,,[]
repairer tire,,,[]
repairer tool,,,[]
repairer towel cabinet,,,[]
repairer toy electric train,,,[]
repairer track machine operator,,,[]
repairer track switch,,,[]
repairer transformer,,,[]
repairer tube,,,[]
repairer typewriter,,,[]
repairer upholstery,,,[]
repairer vacuum cleaner,,,[]
repairer valve,,,[]
repairer video system,,,[]
repairer violin,,,[]
repairer watch,,,[]
repairer water regulator,,,[]
repairer water valve,,,[]
repairer water treatment plant,,,[]
repairer wax pattern,,,[]
repairer welding brazing machines,,,[]
repairer welding equipment,,,[]
repairer wheel,,,[]
repairer caster,,,[]
repairer wind instrument,,,[]
repairer window,,,[]
repairer wire,,,[]
repairing supplies,,,[]
repatcher,,,[]
repeat camera operator,,,[]
repeat reduction camera operator,,,[]
repeater attendant,,,[]
repeater chief,,,[]
repeater installer,,,[]
repeater operator,,,[]
replanter,,,[]
replanter machine operator,,,[]
replanting machine crew,,,[]
replanting machine crewman,,,[]
report analyst,,,[]
report clerk,,,[]
reporter,,,"['newsperson', 'reporter', 'newsman']"
repossessor,,,[]
reproduction artist,,,[]
reproduction machine loader,,,[]
reproduction order processor,,,[]
reproduction specialist,,,[]
reptile farmer,,,[]
reptile keeper,,,[]
requisition approver,,,[]
rerolling machine operator,,,[]
resaw carriage operator,,,[]
resaw operator,,,[]
resaw tailer,,,[]
resawyer,,,[]
rescue worker,,,[]
research archaeologist,,,[]
research chemist,,,[]
research clerk,,,[]
research development director,,,[]
research dietitian,,,[]
research director,,,[]
research scientist exc medical sciences,,,[]
research scientist medical,,,[]
research scientist social sciences,,,[]
research subject,,,[]
research worker social welfare,,,[]
research worker,,,[]
researcher cancer,,,[]
reservation agent,,,[]
reservation clerk,,,[]
reservationist conferences or conventions,,,[]
reservationist exc conferences or conventions,,,[]
reserve officer,,,[]
reserves clerk,,,[]
residence counselor,,,[]
residence director,,,[]
residence life coordinator,,,[]
resident,,,"['occupier', 'resident physician', 'occupant', 'house physician', 'resident']"
resident athletic trainer,,,[]
resident doctor,,,[]
resident hall director,,,[]
resident intern,,,[]
resident physician,,,[]
residential advisor,,,[]
residential assistant,,,[]
residential counselor,,,[]
residential life director,,,[]
residue furnace operator,,,[]
resilient tile installer,,,[]
resin maker,,,[]
resin mixer,,,[]
resin painter,,,[]
resin remover,,,[]
resin shaver,,,[]
resistance brazer,,,[]
resistance machine welder setter,,,[]
resistance welder,,,[]
resistor coater,,,[]
resistor testing machine operator,,,[]
resizer operator,,,[]
resort desk clerk,,,[]
resort keeper,,,[]
respiratory care practitioner,,,[]
respiratory therapist,,,[]
respiratory therapy aide,,,[]
respiratory therapy director,,,[]
respooler,,,[]
rest room attendant,,,[]
rest room maid,,,[]
rest room matron,,,[]
restaurant server,,,[]
restauranteur,,,[]
restoration officer,,,[]
restorative art embalmer,,,[]
restrike hammer operator,,,[]
retail buyer,,,[]
retail exc farm products,,,[]
retail grocer,,,[]
retail key holder,,,[]
retail sales,,,[]
retanner,,,[]
retarder operator,,,[]
retirement plan specialist employment benefits or pensions,,,[]
retirement plan specialist financial,,,[]
retort cooler,,,[]
retort fireman,,,[]
retort firer,,,[]
retort forker,,,[]
retort furnace operator,,,[]
retort load expediter,,,[]
retort loader,,,[]
retort operator,,,[]
retort pre cooker,,,[]
retort press operator,,,[]
retort unloader,,,[]
retoucher photoengraving,,,[]
retoucher,,,[]
retreader,,,[]
retrimmer,,,[]
return clerk,,,[]
return to factory clerk,,,[]
returned item clerk,,,[]
returned telephone equipment appraiser,,,[]
revenue accountant,,,[]
revenue agent,,,[]
revenue collector,,,[]
revenue director,,,[]
revenue officer,,,[]
revenue stamp clerk,,,[]
revenue stamper,,,[]
reverberatory furnace operator,,,[]
reverend,,,"['clergyman', 'Reverend', 'man of the cloth', 'reverend']"
reverser footballs basketballs etc,,,[]
reviewer,,,"['reader', 'referee', 'commentator', 'reviewer']"
revising clerk,,,[]
revival clerk,,,[]
revolving inventory clerk,,,[]
reweaver,,,[]
rewinder,,,[]
rewinder operator,,,[]
reworker,,,[]
rewrite editor,,,[]
rheologist,,,[]
rheumatologist,,,['rheumatologist']
rhinologist,,,[]
rib builder,,,[]
rib chopper,,,[]
rib cutter,,,[]
rib knitter,,,[]
rib puller,,,[]
rib sawyer,,,[]
ribber,,,[]
ribbing machine operator,,,[]
ribbon blockmaker,,,[]
ribbon cleaner,,,[]
ribbon hand,,,[]
ribbon inker,,,[]
ribbon lapper tender,,,[]
ribbon tier,,,[]
ribbon weaver,,,[]
ribbon winder,,,[]
rice cleaning machine tender,,,[]
rice drier,,,[]
rice drier operator,,,[]
rice field worker,,,[]
rickshaw driver,,,[]
riddler,,,[]
riddler operator,,,[]
ride attendant,,,[]
ride operator,,,[]
ride share driver,,,[]
rider,,,"['rider', 'passenger']"
rider ticket worker,,,[]
rides attendant,,,[]
rideshare cab driver,,,[]
riding silks custodian,,,[]
riffler tender,,,[]
rig builder,,,[]
rig operator,,,[]
rig superintendent,,,[]
rig supervisor,,,[]
rigger up,,,[]
rigging man,,,[]
rigging slinger,,,[]
rigging up man,,,[]
right of way agent,,,[]
right of way buyer,,,[]
right of way clearer,,,[]
right of way cutter,,,[]
right of way man,,,[]
rim buster,,,[]
rim roller operator,,,[]
rim turning finisher,,,[]
rim turning machine operator,,,[]
ring conductor,,,[]
ring cutter lathe operator,,,[]
ring facer,,,[]
ring maker,,,[]
ring making machine operator,,,[]
ring rolling machine operator,,,[]
ring sorter,,,[]
ring spinner,,,[]
ringer,,,"['ringer', 'dead ringer', 'toller', 'bell ringer', 'clone']"
ringman,,,[]
ringmaster,,,['ringmaster']
rink rat,,,[]
rinkman,,,[]
rip operator,,,[]
rip saw operator,,,[]
rip sawyer,,,[]
rip tailer,,,[]
ripening room hand,,,[]
ripening room operator,,,[]
ripper,,,['ripper']
rippler,,,[]
riprap man,,,[]
ripshear operator,,,[]
riser,,,"['riser main', 'riser pipeline', 'riser pipe', 'riser']"
risk management,,,[]
river,,,['river']
river captain,,,[]
river driver,,,[]
river expedition guide,,,[]
river pilot,,,[]
river rat,,,[]
riverman,,,[]
rivet bucker,,,[]
rivet catcher,,,[]
rivet driver,,,[]
rivet flunky,,,[]
rivet heater,,,[]
rivet hole puncher,,,[]
rivet machine operator metal,,,[]
rivet machine operator,,,[]
rivet maker,,,[]
rivet passer,,,[]
rivet sorter,,,[]
rivet sticker,,,[]
rivet tapping machine operator,,,[]
rivet tester,,,[]
rivet thrower,,,[]
rivet tosser,,,[]
riveter metal,,,[]
riveting machine operator metal,,,[]
rn,,,"['registered nurse', 'RN', 'Rn', 'radon', 'atomic number 86']"
road advisor,,,[]
road boss,,,[]
road builder,,,[]
road cleaner,,,[]
road commissioner,,,[]
road conductor,,,[]
road consultant,,,[]
road contractor administration or general management,,,[]
road contractor exc administrator or general manager,,,[]
road cutter,,,[]
road driver,,,[]
road equipment operator,,,[]
road grader,,,[]
road grader operator,,,[]
road hogger operator,,,[]
road machine operator,,,[]
road machine runner,,,[]
road machine scraper,,,[]
road maker,,,[]
road mender,,,[]
road mixer operator,,,[]
road monkey,,,[]
road oiler,,,[]
road oiling truck driver,,,[]
road packer operator,,,[]
road patcher,,,[]
road patrol driver,,,[]
road patrol operator,,,[]
road tester,,,[]
road worker,,,[]
roadman,,,"['traveling salesman', 'commercial traveller', 'roadman', 'road mender', 'commercial traveler', 'bagman', 'travelling salesman']"
roadmaster,,,[]
robber,,,['robber']
robot operator,,,[]
robotics testing technician,,,[]
robotype operator,,,[]
rock breaker,,,[]
rock crusher,,,[]
rock crusher operator,,,[]
rock crushing machine operator,,,[]
rock cutter,,,[]
rock drill operator,,,[]
rock dust sprayer,,,[]
rock duster,,,[]
rock lather,,,[]
rock loader,,,[]
rock mason,,,[]
rock picker,,,[]
rock room worker,,,[]
rock splitter,,,[]
rock wool applicator,,,[]
rock wool insulator,,,[]
rockboard lather,,,[]
rocker,,,"['rocking chair', 'cradle', 'rocker', ""rock 'n' roll musician""]"
rocket engine tester,,,[]
rockman,,,[]
rockwell operator,,,[]
rockwell tester,,,[]
rod buster,,,[]
rod buster helper,,,[]
rod cup filler,,,[]
rod drawer,,,[]
rod filler,,,[]
rod finisher,,,[]
rod greaser,,,[]
rod hanger,,,[]
rod mill tender,,,[]
rod piler,,,[]
rod placer,,,[]
rod pointer,,,[]
rod puller,,,[]
rod straightener,,,[]
rod tier,,,[]
rodent control worker,,,[]
rodent exterminator,,,[]
rodeo performer,,,[]
rodeo rider,,,[]
rodman surveying crew,,,[]
rodman,,,[]
roentgenologist,,,[]
roguer,,,[]
rolfer,,,[]
roll bucker,,,[]
roll builder,,,[]
roll capper,,,[]
roll carrier,,,[]
roll changer,,,[]
roll cleaner,,,[]
roll coverer,,,[]
roll cutter,,,[]
roll edge machine operator,,,[]
roll examiner,,,[]
roll filler,,,[]
roll finisher,,,[]
roll forming machine operator,,,[]
roll forming machine set up operator,,,[]
roll grinder,,,[]
roll grinder operator,,,[]
roll hand,,,[]
roll handler,,,[]
roll hauler,,,[]
roll line operator,,,[]
roll machine operator,,,[]
roll on man,,,[]
roll operator,,,[]
roll over press operator,,,[]
roll panner,,,[]
roll picker,,,[]
roll plugger,,,[]
roll plugger machine operator,,,[]
roll press operator,,,[]
roll reclaimer,,,[]
roll scale man,,,[]
roll setter,,,[]
roll sewer,,,[]
roll skinner,,,[]
roll slicing machine tender,,,[]
roll table operator,,,[]
roll tender,,,[]
roll tension tester,,,[]
roll trucker,,,[]
roll tube setter,,,[]
roll turner,,,[]
roll up machine operator,,,[]
roll weigher,,,[]
roll wrapper,,,[]
roller,,,"['rolling wave', 'crimper', 'tumbler pigeon', 'hair curler', 'roller', 'tumbler', 'roll', 'curler']"
roller checker,,,[]
roller cleaner,,,[]
roller coaster operator,,,[]
roller coverer,,,[]
roller engraver,,,[]
roller leveler,,,[]
roller machine operator,,,[]
roller maker,,,[]
roller mill operator,,,[]
roller operator,,,[]
roller painter,,,[]
roller picker,,,[]
roller print tender,,,[]
roller seam welder,,,[]
roller setter,,,[]
roller skater,,,[]
roller stitcher,,,[]
roller turner,,,[]
roller varnisher,,,[]
rolley,,,[]
rolling attendant,,,[]
rolling chair pusher,,,[]
rolling down machine operator,,,[]
rolling machine operator,,,[]
rolling mill operator,,,[]
rollman,,,[]
rollway man,,,[]
roof bolter,,,[]
roof bolter helper,,,[]
roof bolting coal miner,,,[]
roof painter,,,[]
roof truss builder,,,[]
roof truss machine tender,,,[]
roofing applicator,,,[]
roofing contractor administration or general management,,,[]
roofing contractor exc administrator or general manager,,,[]
roofing layer,,,[]
roofing machine operator,,,[]
roofing materials,,,[]
roofing tile sorter,,,[]
room boss,,,[]
room clerk,,,[]
room maid,,,[]
room service bellhop,,,[]
room service clerk,,,[]
room service food server,,,[]
room service food service attendant,,,[]
room service waiter,,,[]
room worker,,,[]
rooming house keeper,,,[]
rooming house operator,,,[]
rooter operator,,,[]
rope cleaner,,,[]
rope cutter,,,[]
rope laying machine operator,,,[]
rope machine setter,,,[]
rope maker,,,[]
rope rider,,,[]
rope silica machine operator,,,[]
rope tier,,,[]
rope tow operator,,,[]
rope walker,,,[]
ropeman,,,[]
roper,,,"['ropemaker', 'roper', 'rope-maker']"
roper operator,,,[]
roping tender,,,[]
rose grower,,,[]
rosin barrel filler,,,[]
ross carrier driver,,,[]
ross furnace operator,,,[]
ross lift operator,,,[]
rosser,,,[]
rotary adjuster,,,[]
rotary cutter,,,[]
rotary cutter feeder,,,[]
rotary cutter operator,,,[]
rotary derrick operator,,,[]
rotary drier feeder,,,[]
rotary drier operator,,,[]
rotary driller,,,[]
rotary drum dyer,,,[]
rotary drum tanner,,,[]
rotary furnace operator,,,[]
rotary furnace tender,,,[]
rotary head milling machine setup operator,,,[]
rotary kiln operator,,,[]
rotary lithographic press operator,,,[]
rotary machine operator,,,[]
rotary operator,,,[]
rotary rig engine operator,,,[]
rotary screen printing machine operator,,,[]
rotary shear operator,,,[]
rotary soil stabilizer,,,[]
roto rooter operator,,,[]
rotogravure press operator,,,[]
rotoprinter,,,[]
rotor balancer,,,[]
rotor blade installer,,,[]
rotor casting machine operator,,,[]
rotor casting machine setup operator,,,[]
rotor coil taper,,,[]
rotor plate washer,,,[]
rouge miller,,,[]
rouge mixer,,,[]
rouge sifter,,,[]
rough carpenter,,,[]
rough operator,,,[]
rough rib grader,,,[]
rough rounder,,,[]
rougher,,,[]
rougher machine operator,,,[]
rougher operator,,,[]
roulette dealer,,,[]
round boner,,,[]
rounder,,,"['rounder', 'debauchee', 'libertine']"
rounder hand,,,[]
roundhouse firer,,,[]
roundhouse worker,,,[]
rounding machine operator,,,[]
roundsman,,,['roundsman']
roustabout crew leader,,,[]
route agent,,,[]
route aide telegraph office,,,[]
route attendant,,,[]
route carrier,,,[]
route clerk,,,[]
route contractor,,,[]
route deliverer,,,[]
route delivery clerk,,,[]
route driver,,,[]
route jumper,,,[]
route rider,,,[]
route salesperson,,,[]
routeman,,,[]
router hand wood,,,[]
router operator portable,,,[]
router setup operator,,,[]
router wood,,,[]
router,,,['router']
routing clerk,,,[]
routing equipment tender,,,[]
routing machine operator,,,[]
routing operator,,,[]
rover,,,"['scouter', 'roamer', 'rover', 'wanderer', 'bird of passage']"
rover tender,,,[]
roving can tender,,,[]
roving carrier,,,[]
roving changer,,,[]
roving frame tender,,,[]
roving hand,,,[]
roving hauler,,,[]
roving machine operator,,,[]
roving marker,,,[]
roving winder fiberglass,,,[]
row boss hoeing,,,[]
rrt,,,[]
rubber,,,"['pencil eraser', 'natural rubber', 'rubber eraser', 'India rubber', 'gumshoe', 'gum elastic', 'condom', 'safe', 'rubber', 'caoutchouc', 'synthetic rubber', 'golosh', 'galosh', 'prophylactic', 'safety', 'arctic']"
rubber block layer,,,[]
rubber chemist,,,[]
rubber compounder formulator,,,[]
rubber compounder mixer,,,[]
rubber covering machine operator,,,[]
rubber curer,,,[]
rubber cutter,,,[]
rubber down,,,[]
rubber engraver,,,[]
rubber extrusion operator,,,[]
rubber grinder,,,[]
rubber mill operator,,,[]
rubber mixer,,,[]
rubber mold maker,,,[]
rubber molder,,,[]
rubber press operator,,,[]
rubber press tender,,,[]
rubber printing machine operator,,,[]
rubber roller grinder,,,[]
rubber splicer,,,[]
rubber stamp maker,,,[]
rubber tester,,,[]
